id,timestamp,numberOfInstances,instanceName,vcpu,cpuUsage,memory,memoryUsage,networkPerformance,storageType,storageSize,costPerHour,target
37,19-11-2023 07:55,6,t3.medium,2,81.984497,4,20.931593,Up to 5 Gigabit,EBS only,206.59,54.0764,1
38,18-12-2023 17:25,10,t3.xlarge,4,98.510787,16,89.521383,Up to 5 Gigabit,EBS only,243.33,65.6848,1
39,26-09-2023 20:41,7,c5d.2xlarge,8,29.967269,32,94.933243,Up to 10 Gigabit,EBS only,145.01,46.1026,1
40,13-12-2023 08:41,4,c5d.2xlarge,8,34.770844,32,14.936191,Up to 10 Gigabit,EBS only,188.8,53.888,0
41,27-10-2023 22:24,5,c5d.xlarge,4,4.359918,16,10.956935,Up to 10 Gigabit,EBS only,29.89,10.0664,0
42,08-02-2023 15:46,3,t3.medium,2,81.508447,4,14.777182,Up to 5 Gigabit,EBS only,212.24,55.3639,1
43,18-03-2023 21:36,9,r5d.2xlarge,8,11.080937,64,63.894198,Up to 10 Gigabit,EBS only,17.15,17.095,1
44,06-03-2023 22:41,4,c5d.xlarge,4,89.907636,16,15.642653,Up to 10 Gigabit,EBS only,166.66,45.1676,1
45,12-10-2023 06:00,7,c5d.4xlarge,16,96.531747,128,25.801266,Up to 10 Gigabit,EBS only,240.12,81.7092,1
46,22-06-2023 03:15,5,t3.xlarge,4,57.919937,16,98.436794,Up to 5 Gigabit,EBS only,73.86,20.4131,1
47,25-09-2023 06:45,8,c5d.xlarge,4,9.172925,16,31.029114,Up to 10 Gigabit,EBS only,15.6,7.728,0
48,29-09-2023 13:19,1,t3.medium,2,89.851581,4,4.793909,Up to 5 Gigabit,EBS only,46.79,12.2259,1
49,31-03-2023 07:26,5,r5d.xlarge,4,59.247056,32,76.993932,Up to 10 Gigabit,EBS only,8.2,5.642,1
50,20-03-2023 22:45,8,t3.medium,2,77.784589,4,83.739892,Up to 5 Gigabit,EBS only,97.16,25.7456,1
51,11-01-2023 15:31,4,r5d.xlarge,4,88.614502,32,12.636222,Up to 10 Gigabit,EBS only,150.81,42.0186,1
52,25-09-2023 10:38,5,t3.medium,2,36.138328,4,30.446023,Up to 5 Gigabit,EBS only,104.34,27.4309,0
53,26-03-2023 17:10,9,m5.2xlarge,8,43.060152,32,17.757627,Up to 10 Gigabit,EBS only,97.3,30.203,0
54,01-11-2023 07:53,6,r5d.2xlarge,8,21.671199,64,29.702761,Up to 10 Gigabit,EBS only,138.52,44.4392,0
55,09-04-2023 11:25,8,t3.xlarge,4,57.274714,16,23.288444,Up to 5 Gigabit,EBS only,41.82,12.8084,1
56,09-05-2023 09:32,10,r5d.2xlarge,8,61.417247,64,74.833705,Up to 10 Gigabit,EBS only,236.16,75.4416,1
57,04-03-2023 08:22,5,t3.xlarge,4,22.755652,16,82.218359,Up to 5 Gigabit,EBS only,12.59,4.4829,1
58,08-05-2023 22:01,7,c5d.4xlarge,16,56.079579,128,9.928257,Up to 10 Gigabit,EBS only,145.22,57.0352,1
59,19-10-2023 07:08,5,t3.medium,2,14.43294,4,96.674081,Up to 5 Gigabit,EBS only,107.66,28.2941,1
60,02-08-2023 15:15,2,c5d.xlarge,4,33.138202,16,71.706421,Up to 10 Gigabit,EBS only,211.83,55.9938,1
61,12-05-2023 15:24,5,c5d.xlarge,4,37.608176,16,60.416038,Up to 10 Gigabit,EBS only,89.32,25.5182,1
62,29-06-2023 13:49,1,c5d.4xlarge,16,63.219868,128,38.451453,Up to 10 Gigabit,EBS only,16.24,6.9764,1
63,07-12-2023 09:37,1,t3.medium,2,88.226185,4,23.125426,Up to 5 Gigabit,EBS only,28.08,7.3613,1
64,19-07-2023 21:54,1,r5d.2xlarge,8,13.656858,64,90.949335,Up to 10 Gigabit,EBS only,72.01,20.1266,1
65,13-02-2023 14:47,3,m5.2xlarge,8,91.615377,32,87.243876,Up to 10 Gigabit,EBS only,163.39,44.1164,1
66,30-06-2023 21:22,2,t3.medium,2,8.011542,4,89.507205,Up to 5 Gigabit,EBS only,153.64,40.0674,1
67,02-08-2023 09:18,7,c5d.xlarge,4,3.77355,16,64.739269,Up to 10 Gigabit,EBS only,225.72,61.9002,1
68,26-02-2023 21:14,3,t3.medium,2,58.825308,4,61.146162,Up to 5 Gigabit,EBS only,40.94,10.8259,1
69,11-03-2023 03:16,10,m5.2xlarge,8,98.587305,32,23.997877,Up to 10 Gigabit,EBS only,242.81,68.5806,1
70,17-12-2023 16:01,2,m5.2xlarge,8,18.876185,32,35.34637,Up to 10 Gigabit,EBS only,96.1,26.076,0
71,04-12-2023 23:00,1,t3.xlarge,4,57.8002,16,29.034113,Up to 5 Gigabit,EBS only,116.13,30.4357,1
72,09-08-2023 17:11,4,r5d.2xlarge,8,6.564206,64,7.809811,Up to 10 Gigabit,EBS only,259.63,73.1198,0
73,10-12-2023 03:11,6,c5d.xlarge,4,72.028941,16,31.332306,Up to 10 Gigabit,EBS only,50.18,15.8008,1
74,03-05-2023 12:51,1,r5d.xlarge,4,65.974522,32,35.605547,Up to 10 Gigabit,EBS only,246.77,64.8622,1
75,15-04-2023 02:11,10,c5d.4xlarge,16,63.001343,128,22.443536,Up to 10 Gigabit,EBS only,205.72,81.0272,1
76,10-01-2023 13:39,8,c5d.4xlarge,16,66.914544,128,57.530927,Up to 10 Gigabit,EBS only,159.14,63.4084,1
77,04-12-2023 15:32,6,c5d.4xlarge,16,8.563625,128,18.973289,Up to 10 Gigabit,EBS only,164.9,59.398,0
78,11-02-2023 04:28,3,c5d.4xlarge,16,61.258597,128,77.80159,Up to 10 Gigabit,EBS only,178.65,54.711,1
79,31-08-2023 11:12,10,t3.xlarge,4,86.704832,16,41.905998,Up to 5 Gigabit,EBS only,131.77,36.6792,1
80,13-09-2023 08:05,5,c5d.2xlarge,8,22.480093,32,4.834875,Up to 10 Gigabit,EBS only,63.15,22.419,0
81,21-06-2023 20:00,7,m5.2xlarge,8,89.597565,32,59.592241,Up to 10 Gigabit,EBS only,180.61,50.7736,1
82,25-05-2023 07:04,7,r5d.xlarge,4,15.289857,32,90.235399,Up to 10 Gigabit,EBS only,46.53,17.0118,1
83,03-10-2023 12:17,3,m5.2xlarge,8,7.642422,32,42.663663,Up to 10 Gigabit,EBS only,155.34,42.0234,0
84,10-03-2023 09:51,4,c5d.4xlarge,16,96.306358,128,43.292109,Up to 10 Gigabit,EBS only,180.79,58.0214,1
85,28-04-2023 10:49,8,r5d.2xlarge,8,23.375388,64,46.429655,Up to 10 Gigabit,EBS only,32.89,19.7834,0
86,17-06-2023 04:41,5,t3.medium,2,12.544042,4,31.991273,Up to 5 Gigabit,EBS only,134.33,35.2283,0
87,14-12-2023 22:49,9,c5d.4xlarge,16,99.950473,128,32.393307,Up to 10 Gigabit,EBS only,231.95,85.093,1
88,26-12-2023 19:56,6,c5d.2xlarge,8,86.548555,32,68.723533,Up to 10 Gigabit,EBS only,176.48,53.0848,1
89,11-01-2023 02:04,2,t3.xlarge,4,60.264143,16,22.311789,Up to 5 Gigabit,EBS only,45.34,12.2722,1
90,05-11-2023 13:45,6,t3.medium,2,40.366076,4,73.211255,Up to 5 Gigabit,EBS only,112.52,29.6182,1
91,27-03-2023 17:53,9,t3.xlarge,4,31.437475,16,99.717179,Up to 5 Gigabit,EBS only,200.72,54.3643,1
92,09-01-2023 01:51,5,c5d.2xlarge,8,10.047468,32,76.297152,Up to 10 Gigabit,EBS only,152.4,45.624,1
93,06-05-2023 03:48,9,c5d.2xlarge,8,86.024579,32,17.251781,Up to 10 Gigabit,EBS only,187.84,59.6384,1
94,16-09-2023 21:24,3,c5d.4xlarge,16,43.655447,128,98.353111,Up to 10 Gigabit,EBS only,104.73,35.4918,1
95,18-05-2023 02:02,2,c5d.2xlarge,8,33.665187,32,82.161468,Up to 10 Gigabit,EBS only,50.18,15.4468,1
96,21-03-2023 11:48,3,c5d.4xlarge,16,24.643418,128,64.072269,Up to 10 Gigabit,EBS only,64.91,25.1386,1
97,08-07-2023 09:32,1,r5d.2xlarge,8,72.819469,64,99.045972,Up to 10 Gigabit,EBS only,163.59,43.9374,1
98,01-03-2023 07:49,8,c5d.xlarge,4,89.964249,16,51.808926,Up to 10 Gigabit,EBS only,163.81,46.2626,1
99,14-11-2023 14:10,9,m5.2xlarge,8,42.084613,32,21.777773,Up to 10 Gigabit,EBS only,183.14,52.5214,0
100,11-01-2023 12:55,7,r5d.xlarge,4,57.135706,32,53.757384,Up to 10 Gigabit,EBS only,112.07,34.0522,1
101,23-02-2023 14:49,8,t3.xlarge,4,56.43107,16,82.964677,Up to 5 Gigabit,EBS only,118.74,32.8076,1
102,05-06-2023 05:25,8,c5d.2xlarge,8,37.011721,32,76.838139,Up to 10 Gigabit,EBS only,145.75,47.495,1
103,20-12-2023 15:09,5,m5.2xlarge,8,45.071016,32,43.131148,Up to 10 Gigabit,EBS only,203.14,55.5414,0
104,07-02-2023 07:05,4,r5d.xlarge,4,87.350292,32,22.301822,Up to 10 Gigabit,EBS only,238.23,64.7478,1
105,29-01-2023 02:01,9,c5d.xlarge,4,38.498561,16,26.016679,Up to 10 Gigabit,EBS only,119.42,35.1802,0
106,28-12-2023 18:47,10,r5d.2xlarge,8,20.55986,64,73.2625,Up to 10 Gigabit,EBS only,76.12,33.8312,1
107,01-12-2023 23:56,9,c5d.2xlarge,8,67.109028,32,11.062984,Up to 10 Gigabit,EBS only,215.88,66.9288,1
108,22-11-2023 14:59,8,r5d.2xlarge,8,84.702865,64,32.47042,Up to 10 Gigabit,EBS only,113.51,40.7446,1
109,12-07-2023 09:14,5,t3.xlarge,4,76.312751,16,74.655893,Up to 5 Gigabit,EBS only,144.09,38.6729,1
110,12-02-2023 16:30,10,r5d.xlarge,4,80.040016,32,76.889252,Up to 10 Gigabit,EBS only,63.46,23.5196,1
111,08-12-2023 22:56,10,c5d.xlarge,4,47.328909,16,75.001794,Up to 10 Gigabit,EBS only,111.17,33.4942,1
112,06-11-2023 17:49,9,c5d.xlarge,4,32.954557,16,86.56753,Up to 10 Gigabit,EBS only,109.69,32.6504,1
113,01-06-2023 22:42,9,c5d.xlarge,4,92.043707,16,4.851387,Up to 10 Gigabit,EBS only,35.64,13.3974,1
114,21-01-2023 01:15,8,r5d.2xlarge,8,99.218292,64,83.860001,Up to 10 Gigabit,EBS only,100.85,37.453,1
115,08-09-2023 23:15,9,m5.2xlarge,8,85.593093,32,52.33738,Up to 10 Gigabit,EBS only,79.46,25.5646,1
116,15-07-2023 15:09,1,t3.medium,2,84.063923,4,35.333281,Up to 5 Gigabit,EBS only,65.25,17.0255,1
117,09-09-2023 07:13,7,c5d.xlarge,4,72.691724,16,24.018894,Up to 10 Gigabit,EBS only,82.4,24.637,1
118,29-01-2023 23:28,1,c5d.4xlarge,16,36.269034,128,57.767413,Up to 10 Gigabit,EBS only,148.41,41.3406,1
119,06-01-2023 08:58,2,m5.2xlarge,8,36.344687,32,64.84275,Up to 10 Gigabit,EBS only,175.78,46.7928,1
120,24-06-2023 17:47,9,c5d.xlarge,4,15.365138,16,2.175247,Up to 10 Gigabit,EBS only,64.04,20.7814,0
121,18-02-2023 17:24,1,c5d.xlarge,4,3.742537,16,37.864435,Up to 10 Gigabit,EBS only,220.14,57.6954,0
122,10-02-2023 13:35,2,t3.xlarge,4,67.286367,16,82.574574,Up to 5 Gigabit,EBS only,41.61,11.3024,1
123,15-06-2023 07:15,10,r5d.2xlarge,8,58.468555,64,52.521818,Up to 10 Gigabit,EBS only,61.47,30.0222,1
124,28-09-2023 01:49,10,t3.xlarge,4,20.962663,16,92.047374,Up to 5 Gigabit,EBS only,146.07,40.3972,1
125,11-04-2023 06:54,1,r5d.2xlarge,8,77.970221,64,72.451468,Up to 10 Gigabit,EBS only,15.16,5.3456,1
126,06-06-2023 23:33,7,r5d.2xlarge,8,53.383451,64,29.726718,Up to 10 Gigabit,EBS only,132.57,44.2962,1
127,30-09-2023 04:32,5,r5d.xlarge,4,58.277404,32,46.280667,Up to 10 Gigabit,EBS only,110.6,32.266,1
128,12-04-2023 02:12,5,m5.2xlarge,8,46.836501,32,85.907633,Up to 10 Gigabit,EBS only,78.64,23.1714,1
129,22-02-2023 08:35,8,r5d.xlarge,4,86.719664,32,29.86878,Up to 10 Gigabit,EBS only,154.24,45.7184,1
130,19-09-2023 07:11,2,r5d.2xlarge,8,84.170374,64,61.83961,Up to 10 Gigabit,EBS only,131.65,37.037,1
131,10-04-2023 08:52,7,m5.2xlarge,8,77.612863,32,63.054837,Up to 10 Gigabit,EBS only,106.56,31.5206,1
132,09-08-2023 06:19,8,m5.2xlarge,8,45.876757,32,47.154942,Up to 10 Gigabit,EBS only,207.55,58.323,0
133,30-07-2023 11:07,10,c5d.xlarge,4,71.867939,16,93.053306,Up to 10 Gigabit,EBS only,148.15,43.109,1
134,11-10-2023 14:53,7,t3.xlarge,4,8.677031,16,62.37315,Up to 5 Gigabit,EBS only,123.09,33.6967,1
135,23-06-2023 22:52,10,r5d.2xlarge,8,89.939878,64,3.013371,Up to 10 Gigabit,EBS only,129.42,47.6892,1
136,31-03-2023 03:27,4,r5d.2xlarge,8,64.70737,64,2.684754,Up to 10 Gigabit,EBS only,179.83,52.3718,1
137,25-10-2023 14:59,5,t3.xlarge,4,93.138702,16,31.113643,Up to 5 Gigabit,EBS only,149.13,39.9833,1
138,30-12-2023 19:00,7,r5d.xlarge,4,43.165642,32,31.56931,Up to 10 Gigabit,EBS only,113.72,34.4812,0
139,16-01-2023 17:26,7,c5d.xlarge,4,41.453347,16,22.469787,Up to 10 Gigabit,EBS only,235.34,64.4014,0
140,10-11-2023 23:29,9,r5d.2xlarge,8,97.282845,64,39.648577,Up to 10 Gigabit,EBS only,84.56,34.6216,1
141,02-04-2023 03:17,6,r5d.2xlarge,8,93.788214,64,17.166592,Up to 10 Gigabit,EBS only,157.97,49.4962,1
142,04-02-2023 20:16,6,c5d.4xlarge,16,36.951115,128,31.876462,Up to 10 Gigabit,EBS only,256.71,83.2686,0
143,22-12-2023 07:32,1,c5d.2xlarge,8,24.228137,32,71.767016,Up to 10 Gigabit,EBS only,107.06,29.0356,1
144,03-09-2023 01:38,2,c5d.4xlarge,16,94.974868,128,71.301987,Up to 10 Gigabit,EBS only,16.03,9.6758,1
145,30-09-2023 00:14,4,c5d.4xlarge,16,2.511302,128,85.416371,Up to 10 Gigabit,EBS only,164.75,53.851,1
146,17-07-2023 13:14,7,t3.xlarge,4,81.671354,16,55.617457,Up to 5 Gigabit,EBS only,190.5,51.2233,1
147,02-05-2023 19:35,3,t3.medium,2,89.99407,4,79.991195,Up to 5 Gigabit,EBS only,42.54,11.2419,1
148,09-03-2023 17:26,7,m5.2xlarge,8,26.205297,32,35.987223,Up to 10 Gigabit,EBS only,173.21,48.8496,0
149,10-05-2023 22:13,6,t3.medium,2,26.205719,4,94.309179,Up to 5 Gigabit,EBS only,43.57,11.6912,1
150,23-09-2023 13:08,4,c5d.2xlarge,8,49.324059,32,55.546266,Up to 10 Gigabit,EBS only,22.67,10.6942,1
151,05-05-2023 01:09,9,t3.medium,2,56.372944,4,24.118814,Up to 5 Gigabit,EBS only,143.56,37.8701,1
152,18-10-2023 23:11,6,c5d.2xlarge,8,90.132177,32,9.758206,Up to 10 Gigabit,EBS only,221.53,64.7978,1
153,02-07-2023 23:37,4,r5d.xlarge,4,21.639635,32,93.792119,Up to 10 Gigabit,EBS only,175.12,48.3392,1
154,16-06-2023 22:19,1,r5d.xlarge,4,65.989809,32,86.159167,Up to 10 Gigabit,EBS only,188.48,49.7068,1
155,07-01-2023 00:18,10,m5.2xlarge,8,91.688393,32,88.995078,Up to 10 Gigabit,EBS only,180.67,52.4242,1
156,06-01-2023 03:45,10,r5d.2xlarge,8,2.272369,64,33.130305,Up to 10 Gigabit,EBS only,216.93,70.4418,0
157,19-04-2023 15:52,7,t3.medium,2,27.950163,4,97.393094,Up to 5 Gigabit,EBS only,139.63,36.7273,1
158,12-05-2023 08:51,6,t3.medium,2,39.159258,4,74.551507,Up to 5 Gigabit,EBS only,132.97,34.9352,1
159,16-04-2023 03:13,6,c5d.xlarge,4,69.836087,16,74.324679,Up to 10 Gigabit,EBS only,187.12,51.4052,1
160,05-11-2023 09:22,5,c5d.4xlarge,16,46.369622,128,83.537672,Up to 10 Gigabit,EBS only,259.97,81.3622,1
161,07-11-2023 21:53,9,t3.xlarge,4,77.25049,16,26.593844,Up to 5 Gigabit,EBS only,55.86,16.7007,1
162,16-08-2023 06:36,10,c5d.4xlarge,16,52.82995,128,24.384086,Up to 10 Gigabit,EBS only,54.7,41.762,1
163,23-10-2023 00:28,3,r5d.xlarge,4,31.026272,32,3.396037,Up to 10 Gigabit,EBS only,218.88,59.0148,0
164,13-02-2023 18:49,6,c5d.4xlarge,16,79.790569,128,23.558122,Up to 10 Gigabit,EBS only,68.08,34.2248,1
165,13-02-2023 12:04,7,t3.medium,2,17.743062,4,43.369222,Up to 5 Gigabit,EBS only,76.66,20.3551,0
166,19-10-2023 20:54,10,m5.2xlarge,8,56.116511,32,89.178429,Up to 10 Gigabit,EBS only,185.22,53.6072,1
167,17-02-2023 02:59,9,c5d.4xlarge,16,99.992004,128,36.47282,Up to 10 Gigabit,EBS only,204.94,78.0704,1
168,28-09-2023 08:33,8,t3.xlarge,4,94.340889,16,27.923648,Up to 5 Gigabit,EBS only,182.82,49.4684,1
169,04-11-2023 05:02,6,c5d.4xlarge,16,67.472114,128,29.431534,Up to 10 Gigabit,EBS only,151.96,56.0336,1
170,22-12-2023 17:29,6,c5d.4xlarge,16,87.185693,128,40.669747,Up to 10 Gigabit,EBS only,11.43,19.4958,1
171,14-05-2023 04:51,2,t3.xlarge,4,31.577088,16,25.216551,Up to 5 Gigabit,EBS only,197.77,51.904,0
172,09-03-2023 21:56,5,c5d.2xlarge,8,83.008556,32,45.424944,Up to 10 Gigabit,EBS only,250.43,71.1118,1
173,10-03-2023 02:35,8,c5d.2xlarge,8,10.751552,32,25.005485,Up to 10 Gigabit,EBS only,201.22,61.9172,0
174,16-02-2023 19:05,4,c5d.xlarge,4,60.763783,16,44.675404,Up to 10 Gigabit,EBS only,235.67,63.1102,1
175,01-01-2023 03:45,1,c5d.2xlarge,8,8.428308,32,60.198429,Up to 10 Gigabit,EBS only,94.91,25.8766,1
176,13-09-2023 05:00,2,t3.xlarge,4,64.821566,16,47.305723,Up to 5 Gigabit,EBS only,243.15,63.7028,1
177,17-12-2023 05:32,7,r5d.xlarge,4,71.877449,32,86.144845,Up to 10 Gigabit,EBS only,49.98,17.9088,1
178,24-11-2023 05:20,1,m5.2xlarge,8,36.597808,32,26.455207,Up to 10 Gigabit,EBS only,214.37,56.2812,0
179,10-05-2023 23:13,3,t3.medium,2,36.795524,4,70.801423,Up to 5 Gigabit,EBS only,38.98,10.3163,1
180,18-07-2023 17:36,2,t3.medium,2,7.357756,4,62.59848,Up to 5 Gigabit,EBS only,56.38,14.7798,1
181,25-08-2023 08:00,3,r5d.2xlarge,8,49.218408,64,99.683207,Up to 10 Gigabit,EBS only,68.73,22.0818,1
182,12-05-2023 14:15,10,t3.medium,2,99.531225,4,97.408563,Up to 5 Gigabit,EBS only,205.1,53.931,1
183,11-02-2023 00:22,5,r5d.2xlarge,8,70.861035,64,12.736755,Up to 10 Gigabit,EBS only,39.23,17.2198,1
184,24-05-2023 12:25,4,c5d.xlarge,4,27.589492,16,54.100301,Up to 10 Gigabit,EBS only,32.02,10.1612,1
185,28-07-2023 01:02,2,c5d.2xlarge,8,46.11333,32,67.717596,Up to 10 Gigabit,EBS only,167.67,45.9942,1
186,01-05-2023 19:05,7,m5.2xlarge,8,70.927628,32,26.734007,Up to 10 Gigabit,EBS only,166.67,47.1492,1
187,02-03-2023 17:18,10,m5.2xlarge,8,65.542945,32,5.695031,Up to 10 Gigabit,EBS only,234.9,66.524,1
188,07-12-2023 15:07,7,c5d.2xlarge,8,85.244868,32,98.01153,Up to 10 Gigabit,EBS only,206.74,62.1524,1
189,26-09-2023 09:11,2,c5d.4xlarge,16,24.581697,128,7.801163,Up to 10 Gigabit,EBS only,185.44,53.7224,0
190,04-03-2023 22:01,9,t3.xlarge,4,60.497554,16,12.737641,Up to 5 Gigabit,EBS only,259.4,69.6211,1
191,14-10-2023 12:38,2,t3.xlarge,4,30.130894,16,50.065372,Up to 5 Gigabit,EBS only,241.77,63.344,1
192,04-11-2023 21:03,10,r5d.2xlarge,8,14.656652,64,91.003369,Up to 10 Gigabit,EBS only,160.18,55.6868,1
193,16-10-2023 08:50,10,c5d.2xlarge,8,2.165964,32,70.073534,Up to 10 Gigabit,EBS only,139.19,48.1894,1
194,26-01-2023 00:27,5,c5d.xlarge,4,49.405896,16,14.013699,Up to 10 Gigabit,EBS only,198.12,53.8062,0
195,22-04-2023 13:08,7,c5d.4xlarge,16,18.672648,128,91.804363,Up to 10 Gigabit,EBS only,164.31,61.9986,1
196,07-01-2023 09:29,8,m5.2xlarge,8,62.767387,32,97.652064,Up to 10 Gigabit,EBS only,113.67,33.9142,1
197,24-06-2023 00:36,8,c5d.2xlarge,8,71.735112,32,21.746938,Up to 10 Gigabit,EBS only,173.31,54.6606,1
198,08-06-2023 17:39,10,t3.medium,2,98.999397,4,81.214089,Up to 5 Gigabit,EBS only,17.94,5.2694,1
199,15-08-2023 19:10,8,r5d.xlarge,4,64.143237,32,89.26633,Up to 10 Gigabit,EBS only,235.19,66.7654,1
200,07-03-2023 05:56,7,m5.2xlarge,8,60.077855,32,93.691139,Up to 10 Gigabit,EBS only,161.19,45.7244,1
201,18-03-2023 23:04,8,m5.2xlarge,8,82.620765,32,5.244516,Up to 10 Gigabit,EBS only,195.66,55.2316,1
202,23-05-2023 16:11,1,r5d.xlarge,4,50.402093,32,73.027348,Up to 10 Gigabit,EBS only,184.31,48.6226,1
203,03-12-2023 07:08,3,c5d.xlarge,4,87.664262,16,42.477314,Up to 10 Gigabit,EBS only,241.65,64.206,1
204,18-08-2023 12:24,4,r5d.2xlarge,8,31.638134,64,89.315074,Up to 10 Gigabit,EBS only,174.29,50.9314,1
205,26-11-2023 05:57,5,r5d.xlarge,4,31.899562,32,60.849591,Up to 10 Gigabit,EBS only,200.47,55.6322,1
206,02-11-2023 02:19,3,c5d.xlarge,4,26.624791,16,11.261007,Up to 10 Gigabit,EBS only,119.76,32.5146,0
207,20-01-2023 07:35,1,r5d.2xlarge,8,61.440235,64,24.805491,Up to 10 Gigabit,EBS only,89.38,24.6428,1
208,19-04-2023 14:46,2,c5d.xlarge,4,51.673229,16,42.560402,Up to 10 Gigabit,EBS only,62.51,17.1706,1
209,03-03-2023 23:31,1,c5d.xlarge,4,4.184352,16,28.309194,Up to 10 Gigabit,EBS only,43.42,11.7482,0
210,10-11-2023 14:22,5,r5d.2xlarge,8,61.261994,64,10.800113,Up to 10 Gigabit,EBS only,88.7,30.082,1
